train_id,departure_date,sale_date,days_before_departure,base_fare,dynamic_price,seats_booked,seats_available
TRAIN-1001,2025-05-03,2025-04-20,13,495,1039.17,1,66
TRAIN-1001,2025-05-03,2025-04-21,12,495,1069.2,3,65
TRAIN-1001,2025-05-03,2025-04-22,11,495,1115.73,3,62
TRAIN-1001,2025-05-03,2025-04-23,10,495,1163.25,2,59
TRAIN-1001,2025-05-03,2025-04-24,9,495,1203.35,1,57
TRAIN-1001,2025-05-03,2025-04-25,8,495,1235.52,3,56
TRAIN-1001,2025-05-03,2025-04-26,7,495,1285.51,1,53
TRAIN-1001,2025-05-03,2025-04-27,6,495,1318.68,3,52
TRAIN-1001,2025-05-03,2025-04-28,5,495,1370.33,3,49
TRAIN-1001,2025-05-03,2025-04-29,4,495,1422.96,1,46
TRAIN-1001,2025-05-03,2025-04-30,3,495,1457.77,4,45
TRAIN-1001,2025-05-03,2025-05-01,2,495,1521.63,4,41
TRAIN-1001,2025-05-03,2025-05-02,1,495,1586.8,4,37
TRAIN-1002,2025-05-05,2025-04-05,30,665,665.0,4,100
TRAIN-1002,2025-05-05,2025-04-06,29,665,714.65,4,96
TRAIN-1002,2025-05-05,2025-04-07,28,665,766.08,1,92
TRAIN-1002,2025-05-05,2025-04-08,27,665,797.34,1,91
TRAIN-1002,2025-05-05,2025-04-09,26,665,829.03,2,90
TRAIN-1002,2025-05-05,2025-04-10,25,665,868.93,5,88
TRAIN-1002,2025-05-05,2025-04-11,24,665,933.66,2,83
TRAIN-1002,2025-05-05,2025-04-12,23,665,976.0,0,81
TRAIN-1002,2025-05-05,2025-04-13,22,665,1002.38,0,81
TRAIN-1002,2025-05-05,2025-04-14,21,665,1028.75,2,81
TRAIN-1002,2025-05-05,2025-04-15,20,665,1072.87,0,79
TRAIN-1002,2025-05-05,2025-04-16,19,665,1099.69,1,79
TRAIN-1002,2025-05-05,2025-04-17,18,665,1135.82,4,78
TRAIN-1002,2025-05-05,2025-04-18,17,665,1200.99,2,74
TRAIN-1002,2025-05-05,2025-04-19,16,665,1248.43,0,72
TRAIN-1002,2025-05-05,2025-04-20,15,665,1276.8,5,72
TRAIN-1002,2025-05-05,2025-04-21,14,665,1356.16,7,67
TRAIN-1002,2025-05-05,2025-04-22,13,665,1458.57,2,60
TRAIN-1002,2025-05-05,2025-04-23,12,665,1510.88,4,58
TRAIN-1002,2025-05-05,2025-04-24,11,665,1585.8,3,54
TRAIN-1002,2025-05-05,2025-04-25,10,665,1651.42,2,51
TRAIN-1002,2025-05-05,2025-04-26,9,665,1707.05,4,49
TRAIN-1002,2025-05-05,2025-04-27,8,665,1786.63,0,45
TRAIN-1002,2025-05-05,2025-04-28,7,665,1820.99,3,45
TRAIN-1002,2025-05-05,2025-04-29,6,665,1891.26,2,42
TRAIN-1002,2025-05-05,2025-04-30,5,665,1950.67,0,40
TRAIN-1002,2025-05-05,2025-05-01,4,665,1986.13,2,40
TRAIN-1002,2025-05-05,2025-05-02,3,665,2046.87,2,38
TRAIN-1002,2025-05-05,2025-05-03,2,665,2108.49,2,36
TRAIN-1002,2025-05-05,2025-05-04,1,665,2171.0,5,34
TRAIN-1003,2025-05-07,2025-04-07,30,669,669.0,2,100
TRAIN-1003,2025-05-07,2025-04-08,29,669,705.13,2,98
TRAIN-1003,2025-05-07,2025-04-09,28,669,742.14,1,96
TRAIN-1003,2025-05-07,2025-04-10,27,669,772.7,3,95
TRAIN-1003,2025-05-07,2025-04-11,26,669,818.86,3,92
TRAIN-1003,2025-05-07,2025-04-12,25,669,866.35,2,89
TRAIN-1003,2025-05-07,2025-04-13,24,669,907.16,3,87
TRAIN-1003,2025-05-07,2025-04-14,23,669,957.12,2,84
TRAIN-1003,2025-05-07,2025-04-15,22,669,999.93,2,82
TRAIN-1003,2025-05-07,2025-04-16,21,669,1043.64,3,80
TRAIN-1003,2025-05-07,2025-04-17,20,669,1097.16,1,77
TRAIN-1003,2025-05-07,2025-04-18,19,669,1133.73,0,76
TRAIN-1003,2025-05-07,2025-04-19,18,669,1161.38,3,76
TRAIN-1003,2025-05-07,2025-04-20,17,669,1217.8,2,73
TRAIN-1003,2025-05-07,2025-04-21,16,669,1265.75,1,71
TRAIN-1003,2025-05-07,2025-04-22,15,669,1304.55,3,70
TRAIN-1003,2025-05-07,2025-04-23,14,669,1364.31,3,67
TRAIN-1003,2025-05-07,2025-04-24,13,669,1425.42,6,64
TRAIN-1003,2025-05-07,2025-04-25,12,669,1519.97,2,58
TRAIN-1003,2025-05-07,2025-04-26,11,669,1573.49,1,56
TRAIN-1003,2025-05-07,2025-04-27,10,669,1616.75,0,55
TRAIN-1003,2025-05-07,2025-04-28,9,669,1649.08,3,55
TRAIN-1003,2025-05-07,2025-04-29,8,669,1716.21,2,52
TRAIN-1003,2025-05-07,2025-04-30,7,669,1772.85,2,50
TRAIN-1003,2025-05-07,2025-05-01,6,669,1830.38,6,48
TRAIN-1003,2025-05-07,2025-05-02,5,669,1937.87,2,42
TRAIN-1003,2025-05-07,2025-05-03,4,669,1998.08,2,40
TRAIN-1003,2025-05-07,2025-05-04,3,669,2059.18,7,38
TRAIN-1003,2025-05-07,2025-05-05,2,669,2185.85,3,31
TRAIN-1003,2025-05-07,2025-05-06,1,669,2263.0,3,28
TRAIN-1004,2025-05-09,2025-04-09,30,673,673.0,1,100
TRAIN-1004,2025-05-09,2025-04-10,29,673,702.39,0,99
TRAIN-1004,2025-05-09,2025-04-11,28,673,725.05,1,99
TRAIN-1004,2025-05-09,2025-04-12,27,673,755.11,0,98
TRAIN-1004,2025-05-09,2025-04-13,26,673,777.99,1,98
TRAIN-1004,2025-05-09,2025-04-14,25,673,808.72,1,97
TRAIN-1004,2025-05-09,2025-04-15,24,673,839.9,2,96
TRAIN-1004,2025-05-09,2025-04-16,23,673,879.84,2,94
TRAIN-1004,2025-05-09,2025-04-17,22,673,920.66,1,92
TRAIN-1004,2025-05-09,2025-04-18,21,673,953.64,2,91
TRAIN-1004,2025-05-09,2025-04-19,20,673,996.04,2,89
TRAIN-1004,2025-05-09,2025-04-20,19,673,1039.34,1,87
TRAIN-1004,2025-05-09,2025-04-21,18,673,1074.11,1,86
TRAIN-1004,2025-05-09,2025-04-22,17,673,1109.33,4,85
TRAIN-1004,2025-05-09,2025-04-23,16,673,1174.61,3,81
TRAIN-1004,2025-05-09,2025-04-24,15,673,1231.59,7,78
TRAIN-1004,2025-05-09,2025-04-25,14,673,1331.19,6,71
TRAIN-1004,2025-05-09,2025-04-26,13,673,1423.39,6,65
TRAIN-1004,2025-05-09,2025-04-27,12,673,1518.29,5,59
TRAIN-1004,2025-05-09,2025-04-28,11,673,1604.88,5,54
TRAIN-1004,2025-05-09,2025-04-29,10,673,1693.72,6,49
TRAIN-1004,2025-05-09,2025-04-30,9,673,1796.24,2,43
TRAIN-1004,2025-05-09,2025-05-01,8,673,1854.79,3,41
TRAIN-1004,2025-05-09,2025-05-02,7,673,1926.13,3,38
TRAIN-1004,2025-05-09,2025-05-03,6,673,1998.81,2,35
TRAIN-1004,2025-05-09,2025-05-04,5,673,2060.5,4,33
TRAIN-1004,2025-05-09,2025-05-05,4,673,2148.22,1,29
TRAIN-1004,2025-05-09,2025-05-06,3,673,2199.36,0,28
TRAIN-1004,2025-05-09,2025-05-07,2,673,2237.95,3,28
TRAIN-1004,2025-05-09,2025-05-08,1,673,2316.24,2,25
TRAIN-1005,2025-05-11,2025-04-11,30,499,499.0,2,100
TRAIN-1005,2025-05-11,2025-04-12,29,499,525.95,1,98
TRAIN-1005,2025-05-11,2025-04-13,28,499,548.23,1,97
TRAIN-1005,2025-05-11,2025-04-14,27,499,570.86,2,96
TRAIN-1005,2025-05-11,2025-04-15,26,499,599.47,1,94
TRAIN-1005,2025-05-11,2025-04-16,25,499,622.92,1,93
TRAIN-1005,2025-05-11,2025-04-17,24,499,646.7,2,92
TRAIN-1005,2025-05-11,2025-04-18,23,499,676.98,0,90
TRAIN-1005,2025-05-11,2025-04-19,22,499,695.27,1,90
TRAIN-1005,2025-05-11,2025-04-20,21,499,720.06,1,89
TRAIN-1005,2025-05-11,2025-04-21,20,499,745.17,3,88
TRAIN-1005,2025-05-11,2025-04-22,19,499,784.26,1,85
TRAIN-1005,2025-05-11,2025-04-23,18,499,810.38,1,84
TRAIN-1005,2025-05-11,2025-04-24,17,499,836.82,2,83
TRAIN-1005,2025-05-11,2025-04-25,16,499,870.92,2,81
TRAIN-1005,2025-05-11,2025-04-26,15,499,905.68,5,79
TRAIN-1005,2025-05-11,2025-04-27,14,499,964.07,7,74
TRAIN-1005,2025-05-11,2025-04-28,13,499,1039.75,4,67
TRAIN-1005,2025-05-11,2025-04-29,12,499,1093.81,1,63
TRAIN-1005,2025-05-11,2025-04-30,11,499,1124.75,5,62
TRAIN-1005,2025-05-11,2025-05-01,10,499,1189.28,4,57
TRAIN-1005,2025-05-11,2025-05-02,9,499,1247.0,2,53
TRAIN-1005,2025-05-11,2025-05-03,8,499,1288.75,5,51
TRAIN-1005,2025-05-11,2025-05-04,7,499,1357.61,1,46
TRAIN-1005,2025-05-11,2025-05-05,6,499,1392.21,3,45
TRAIN-1005,2025-05-11,2025-05-06,5,499,1445.44,5,42
TRAIN-1005,2025-05-11,2025-05-07,4,499,1518.29,3,37
TRAIN-1005,2025-05-11,2025-05-08,3,499,1573.85,6,34
TRAIN-1005,2025-05-11,2025-05-09,2,499,1659.34,4,28
TRAIN-1005,2025-05-11,2025-05-10,1,499,1727.21,3,24
TRAIN-1006,2025-05-13,2025-04-13,30,757,757.0,2,100
TRAIN-1006,2025-05-13,2025-04-14,29,757,797.88,2,98
TRAIN-1006,2025-05-13,2025-04-15,28,757,839.77,3,96
TRAIN-1006,2025-05-13,2025-04-16,27,757,890.99,3,93
TRAIN-1006,2025-05-13,2025-04-17,26,757,943.73,2,90
TRAIN-1006,2025-05-13,2025-04-18,25,757,989.15,1,88
TRAIN-1006,2025-05-13,2025-04-19,24,757,1026.49,0,87
TRAIN-1006,2025-05-13,2025-04-20,23,757,1055.01,4,87
TRAIN-1006,2025-05-13,2025-04-21,22,757,1121.87,0,83
TRAIN-1006,2025-05-13,2025-04-22,21,757,1151.4,1,83
TRAIN-1006,2025-05-13,2025-04-23,20,757,1191.01,1,82
TRAIN-1006,2025-05-13,2025-04-24,19,757,1231.13,5,81
TRAIN-1006,2025-05-13,2025-04-25,18,757,1314.15,1,76
TRAIN-1006,2025-05-13,2025-04-26,17,757,1356.29,2,75
TRAIN-1006,2025-05-13,2025-04-27,16,757,1410.04,1,73
TRAIN-1006,2025-05-13,2025-04-28,15,757,1453.44,5,72
TRAIN-1006,2025-05-13,2025-04-29,14,757,1543.78,4,67
TRAIN-1006,2025-05-13,2025-04-30,13,757,1624.77,1,63
TRAIN-1006,2025-05-13,2025-05-01,12,757,1671.46,3,62
TRAIN-1006,2025-05-13,2025-05-02,11,757,1743.37,3,59
TRAIN-1006,2025-05-13,2025-05-03,10,757,1816.8,5,56
TRAIN-1006,2025-05-13,2025-05-04,9,757,1917.48,3,51
TRAIN-1006,2025-05-13,2025-05-05,8,757,1994.44,4,48
TRAIN-1006,2025-05-13,2025-05-06,7,757,2086.29,2,44
TRAIN-1006,2025-05-13,2025-05-07,6,757,2152.91,3,42
TRAIN-1006,2025-05-13,2025-05-08,5,757,2234.41,4,39
TRAIN-1006,2025-05-13,2025-05-09,4,757,2331.56,3,35
TRAIN-1006,2025-05-13,2025-05-10,3,757,2416.34,3,32
TRAIN-1006,2025-05-13,2025-05-11,2,757,2502.64,3,29
TRAIN-1006,2025-05-13,2025-05-12,1,757,2590.45,0,26
TRAIN-1007,2025-05-15,2025-04-15,30,440,440.0,4,100
TRAIN-1007,2025-05-15,2025-04-16,29,440,472.85,1,96
TRAIN-1007,2025-05-15,2025-04-17,28,440,492.8,6,95
TRAIN-1007,2025-05-15,2025-04-18,27,440,537.24,2,89
TRAIN-1007,2025-05-15,2025-04-19,26,440,563.49,1,87
TRAIN-1007,2025-05-15,2025-04-20,25,440,585.2,1,86
TRAIN-1007,2025-05-15,2025-04-21,24,440,607.2,2,85
TRAIN-1007,2025-05-15,2025-04-22,23,440,634.92,0,83
TRAIN-1007,2025-05-15,2025-04-23,22,440,652.08,1,83
TRAIN-1007,2025-05-15,2025-04-24,21,440,674.96,1,82
TRAIN-1007,2025-05-15,2025-04-25,20,440,698.13,3,81
TRAIN-1007,2025-05-15,2025-04-26,19,440,733.63,2,78
TRAIN-1007,2025-05-15,2025-04-27,18,440,763.84,1,76
TRAIN-1007,2025-05-15,2025-04-28,17,440,788.33,3,75
TRAIN-1007,2025-05-15,2025-04-29,16,440,826.03,0,72
TRAIN-1007,2025-05-15,2025-04-30,15,440,844.8,8,72
TRAIN-1007,2025-05-15,2025-05-01,14,440,917.55,3,64
TRAIN-1007,2025-05-15,2025-05-02,13,440,958.17,4,61
TRAIN-1007,2025-05-15,2025-05-03,12,440,1006.72,3,57
TRAIN-1007,2025-05-15,2025-05-04,11,440,1049.25,1,54
TRAIN-1007,2025-05-15,2025-05-05,10,440,1078.0,3,53
TRAIN-1007,2025-05-15,2025-05-06,9,440,1122.0,0,50
TRAIN-1007,2025-05-15,2025-05-07,8,440,1144.0,6,50
TRAIN-1007,2025-05-15,2025-05-08,7,440,1212.64,0,44
TRAIN-1007,2025-05-15,2025-05-09,6,440,1235.52,1,44
TRAIN-1007,2025-05-15,2025-05-10,5,440,1266.47,5,43
TRAIN-1007,2025-05-15,2025-05-11,4,440,1330.56,7,38
TRAIN-1007,2025-05-15,2025-05-12,3,440,1412.84,1,31
TRAIN-1007,2025-05-15,2025-05-13,2,440,1446.13,4,30
TRAIN-1007,2025-05-15,2025-05-14,1,440,1505.68,2,26
TRAIN-1008,2025-05-17,2025-04-17,30,352,352.0,3,100
TRAIN-1008,2025-05-17,2025-04-18,29,352,374.65,1,97
TRAIN-1008,2025-05-17,2025-04-19,28,352,390.49,2,96
TRAIN-1008,2025-05-17,2025-04-20,27,352,410.43,2,94
TRAIN-1008,2025-05-17,2025-04-21,26,352,430.85,3,92
TRAIN-1008,2025-05-17,2025-04-22,25,352,455.84,3,89
TRAIN-1008,2025-05-17,2025-04-23,24,352,481.54,0,86
TRAIN-1008,2025-05-17,2025-04-24,23,352,494.91,1,86
TRAIN-1008,2025-05-17,2025-04-25,22,352,512.75,1,85
TRAIN-1008,2025-05-17,2025-04-26,21,352,530.82,2,84
TRAIN-1008,2025-05-17,2025-04-27,20,352,553.81,3,82
TRAIN-1008,2025-05-17,2025-04-28,19,352,582.09,2,79
TRAIN-1008,2025-05-17,2025-04-29,18,352,606.14,3,77
TRAIN-1008,2025-05-17,2025-04-30,17,352,635.71,6,74
TRAIN-1008,2025-05-17,2025-05-01,16,352,681.47,2,68
TRAIN-1008,2025-05-17,2025-05-02,15,352,707.52,4,66
TRAIN-1008,2025-05-17,2025-05-03,14,352,744.83,2,62
TRAIN-1008,2025-05-17,2025-05-04,13,352,772.05,6,60
TRAIN-1008,2025-05-17,2025-05-05,12,352,822.27,5,54
TRAIN-1008,2025-05-17,2025-05-06,11,352,868.15,2,49
TRAIN-1008,2025-05-17,2025-05-07,10,352,897.6,5,47
TRAIN-1008,2025-05-17,2025-05-08,9,352,945.47,1,42
TRAIN-1008,2025-05-17,2025-05-09,8,352,970.11,4,41
TRAIN-1008,2025-05-17,2025-05-10,7,352,1013.64,1,37
TRAIN-1008,2025-05-17,2025-05-11,6,352,1039.1,2,36
TRAIN-1008,2025-05-17,2025-05-12,5,352,1071.25,2,34
TRAIN-1008,2025-05-17,2025-05-13,4,352,1103.87,2,32
TRAIN-1008,2025-05-17,2025-05-14,3,352,1136.96,0,30
TRAIN-1008,2025-05-17,2025-05-15,2,352,1156.91,2,30
TRAIN-1008,2025-05-17,2025-05-16,1,352,1190.7,3,28
TRAIN-1009,2025-05-19,2025-04-19,30,579,579.0,0,100
TRAIN-1009,2025-05-19,2025-04-20,29,579,598.3,1,100
TRAIN-1009,2025-05-19,2025-04-21,28,579,623.78,3,99
TRAIN-1009,2025-05-19,2025-04-22,27,579,662.38,3,96
TRAIN-1009,2025-05-19,2025-04-23,26,579,702.13,2,93
TRAIN-1009,2025-05-19,2025-04-24,25,579,736.29,1,91
TRAIN-1009,2025-05-19,2025-04-25,24,579,764.28,2,90
TRAIN-1009,2025-05-19,2025-04-26,23,579,799.79,3,88
TRAIN-1009,2025-05-19,2025-04-27,22,579,843.41,2,85
TRAIN-1009,2025-05-19,2025-04-28,21,579,880.66,0,83
TRAIN-1009,2025-05-19,2025-04-29,20,579,903.24,3,83
TRAIN-1009,2025-05-19,2025-04-30,19,579,949.56,2,80
TRAIN-1009,2025-05-19,2025-05-01,18,579,988.93,2,78
TRAIN-1009,2025-05-19,2025-05-02,17,579,1029.08,0,76
TRAIN-1009,2025-05-19,2025-05-03,16,579,1053.01,1,76
TRAIN-1009,2025-05-19,2025-05-04,15,579,1085.62,6,75
TRAIN-1009,2025-05-19,2025-05-05,14,579,1163.02,5,69
TRAIN-1009,2025-05-19,2025-05-06,13,579,1233.66,2,64
TRAIN-1009,2025-05-19,2025-05-07,12,579,1278.43,6,62
TRAIN-1009,2025-05-19,2025-05-08,11,579,1361.81,4,56
TRAIN-1009,2025-05-19,2025-05-09,10,579,1428.2,8,52
TRAIN-1009,2025-05-19,2025-05-10,9,579,1535.51,3,44
TRAIN-1009,2025-05-19,2025-05-11,8,579,1595.72,1,41
TRAIN-1009,2025-05-19,2025-05-12,7,579,1636.64,4,40
TRAIN-1009,2025-05-19,2025-05-13,6,579,1709.21,1,36
TRAIN-1009,2025-05-19,2025-05-14,5,579,1751.47,3,35
TRAIN-1009,2025-05-19,2025-05-15,4,579,1815.74,2,32
TRAIN-1009,2025-05-19,2025-05-16,3,579,1870.17,1,30
TRAIN-1009,2025-05-19,2025-05-17,2,579,1914.17,3,29
TRAIN-1009,2025-05-19,2025-05-18,1,579,1981.34,5,26
TRAIN-1010,2025-05-21,2025-04-21,30,773,773.0,1,100
TRAIN-1010,2025-05-21,2025-04-22,29,773,806.75,1,99
TRAIN-1010,2025-05-21,2025-04-23,28,773,841.02,4,98
TRAIN-1010,2025-05-21,2025-04-24,27,773,901.32,3,94
TRAIN-1010,2025-05-21,2025-04-25,26,773,954.91,3,91
TRAIN-1010,2025-05-21,2025-04-26,25,773,1010.05,1,88
TRAIN-1010,2025-05-21,2025-04-27,24,773,1048.19,1,87
TRAIN-1010,2025-05-21,2025-04-28,23,773,1086.84,1,86
TRAIN-1010,2025-05-21,2025-04-29,22,773,1126.0,1,85
TRAIN-1010,2025-05-21,2025-04-30,21,773,1165.68,2,84
TRAIN-1010,2025-05-21,2025-05-01,20,773,1216.19,1,82
TRAIN-1010,2025-05-21,2025-05-02,19,773,1257.16,2,81
TRAIN-1010,2025-05-21,2025-05-03,18,773,1309.46,1,79
TRAIN-1010,2025-05-21,2025-05-04,17,773,1351.72,2,78
TRAIN-1010,2025-05-21,2025-05-05,16,773,1405.83,3,76
TRAIN-1010,2025-05-21,2025-05-06,15,773,1472.57,2,73
TRAIN-1010,2025-05-21,2025-05-07,14,773,1528.99,2,71
TRAIN-1010,2025-05-21,2025-05-08,13,773,1586.45,2,69
TRAIN-1010,2025-05-21,2025-05-09,12,773,1644.94,2,67
TRAIN-1010,2025-05-21,2025-05-10,11,773,1704.47,2,65
TRAIN-1010,2025-05-21,2025-05-11,10,773,1765.02,3,63
TRAIN-1010,2025-05-21,2025-05-12,9,773,1839.74,2,60
TRAIN-1010,2025-05-21,2025-05-13,8,773,1902.61,0,58
TRAIN-1010,2025-05-21,2025-05-14,7,773,1939.2,5,58
TRAIN-1010,2025-05-21,2025-05-15,6,773,2045.36,3,53
TRAIN-1010,2025-05-21,2025-05-16,5,773,2125.75,4,50
TRAIN-1010,2025-05-21,2025-05-17,4,773,2222.12,4,46
TRAIN-1010,2025-05-21,2025-05-18,3,773,2320.55,4,42
TRAIN-1010,2025-05-21,2025-05-19,2,773,2421.04,4,38
TRAIN-1010,2025-05-21,2025-05-20,1,773,2523.59,3,34
TRAIN-1011,2025-05-23,2025-04-23,30,799,799.0,1,100
TRAIN-1011,2025-05-23,2025-04-24,29,799,833.89,1,99
TRAIN-1011,2025-05-23,2025-04-25,28,799,869.31,1,98
TRAIN-1011,2025-05-23,2025-04-26,27,799,905.27,2,97
TRAIN-1011,2025-05-23,2025-04-27,26,799,950.81,1,95
TRAIN-1011,2025-05-23,2025-04-28,25,799,988.1,3,94
TRAIN-1011,2025-05-23,2025-04-29,24,799,1045.09,5,91
TRAIN-1011,2025-05-23,2025-04-30,23,799,1123.39,4,86
TRAIN-1011,2025-05-23,2025-05-01,22,799,1194.24,2,82
TRAIN-1011,2025-05-23,2025-05-02,21,799,1246.44,1,80
TRAIN-1011,2025-05-23,2025-05-03,20,799,1289.05,0,79
TRAIN-1011,2025-05-23,2025-05-04,19,799,1321.28,3,79
TRAIN-1011,2025-05-23,2025-05-05,18,799,1387.06,0,76
TRAIN-1011,2025-05-23,2025-05-06,17,799,1420.09,3,76
TRAIN-1011,2025-05-23,2025-05-07,16,799,1488.27,0,73
TRAIN-1011,2025-05-23,2025-05-08,15,799,1522.1,4,73
TRAIN-1011,2025-05-23,2025-05-09,14,799,1604.92,6,69
TRAIN-1011,2025-05-23,2025-05-10,13,799,1714.92,3,63
TRAIN-1011,2025-05-23,2025-05-11,12,799,1789.76,6,60
TRAIN-1011,2025-05-23,2025-05-12,11,799,1905.35,4,54
TRAIN-1011,2025-05-23,2025-05-13,10,799,1997.5,2,50
TRAIN-1011,2025-05-23,2025-05-14,9,799,2064.62,1,48
TRAIN-1011,2025-05-23,2025-05-15,8,799,2118.95,4,47
TRAIN-1011,2025-05-23,2025-05-16,7,799,2216.16,1,43
TRAIN-1011,2025-05-23,2025-05-17,6,799,2272.36,0,42
TRAIN-1011,2025-05-23,2025-05-18,5,799,2314.44,1,42
TRAIN-1011,2025-05-23,2025-05-19,4,799,2371.43,3,41
TRAIN-1011,2025-05-23,2025-05-20,3,799,2459.32,2,38
TRAIN-1011,2025-05-23,2025-05-21,2,799,2533.36,1,36
TRAIN-1011,2025-05-23,2025-05-22,1,799,2592.76,5,35
TRAIN-1012,2025-05-25,2025-04-25,30,739,739.0,0,100
TRAIN-1012,2025-05-25,2025-04-26,29,739,763.63,1,100
TRAIN-1012,2025-05-25,2025-04-27,28,739,796.15,3,99
TRAIN-1012,2025-05-25,2025-04-28,27,739,845.42,2,96
TRAIN-1012,2025-05-25,2025-04-29,26,739,887.79,2,94
TRAIN-1012,2025-05-25,2025-04-30,25,739,931.14,1,92
TRAIN-1012,2025-05-25,2025-05-01,24,739,966.61,1,91
TRAIN-1012,2025-05-25,2025-05-02,23,739,1002.58,0,90
TRAIN-1012,2025-05-25,2025-05-03,22,739,1029.67,2,90
TRAIN-1012,2025-05-25,2025-05-04,21,739,1075.98,1,88
TRAIN-1012,2025-05-25,2025-05-05,20,739,1113.43,2,87
TRAIN-1012,2025-05-25,2025-05-06,19,739,1161.46,0,85
TRAIN-1012,2025-05-25,2025-05-07,18,739,1189.79,0,85
TRAIN-1012,2025-05-25,2025-05-08,17,739,1218.12,4,85
TRAIN-1012,2025-05-25,2025-05-09,16,739,1289.8,3,81
TRAIN-1012,2025-05-25,2025-05-10,15,739,1352.37,3,78
TRAIN-1012,2025-05-25,2025-05-11,14,739,1416.42,3,75
TRAIN-1012,2025-05-25,2025-05-12,13,739,1481.94,4,72
TRAIN-1012,2025-05-25,2025-05-13,12,739,1560.77,2,68
TRAIN-1012,2025-05-25,2025-05-14,11,739,1617.42,4,66
TRAIN-1012,2025-05-25,2025-05-15,10,739,1699.7,4,62
TRAIN-1012,2025-05-25,2025-05-16,9,739,1783.95,7,58
TRAIN-1012,2025-05-25,2025-05-17,8,739,1908.59,6,51
TRAIN-1012,2025-05-25,2025-05-18,7,739,2023.63,2,45
TRAIN-1012,2025-05-25,2025-05-19,6,739,2088.41,0,43
TRAIN-1012,2025-05-25,2025-05-20,5,739,2127.09,7,43
TRAIN-1012,2025-05-25,2025-05-21,4,739,2262.33,2,36
TRAIN-1012,2025-05-25,2025-05-22,3,739,2330.81,4,34
TRAIN-1012,2025-05-25,2025-05-23,2,739,2428.85,3,30
TRAIN-1012,2025-05-25,2025-05-24,1,739,2514.32,0,27
